명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,좌석수,주차 시설,어린이놀이방,개업일,영업시간,쉬는날,대표메뉴,취급메뉴,할인정보,금연/흡연,신용카드정보,포장가능,예약안내,상세정보,인허가번호
드르쿰다in성산,63641,,,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 64,33.4444983695,126.9191261882,"드르쿰다in성산은 광치기 해변에서 차로 2분 거리에 위치해 접근성이 좋고, 부근에 유명한 관광지들이 밀접해있어 인프라가 좋아 여행 중 들르기 좋은 명소이다. 넓은 부지에 이국적으로 꾸며 놓은 잔디 광장, 돌담으로 만들어놓은 성과 추억을 되살리는 회전목마가 눈길을 끈다. 스튜디오를 연상케 하는 실내공간에서는 인생샷을 찍기 좋고, 다양한 테마의 카라반을 예약하여 내부에서 파티, 보드게임을 해보는 것도 추천한다. 낮엔 디즈니, 밤엔 라라랜드 느낌으로 변하는 대형 스튜디오에서 소중한 사람들과 추억을 남기고 성산일출봉 뷰의 프라이빗 한 드르쿰다 해변에서 일광욕도 즐겨보자. 또한 드르쿰다는 표선에 목장카페도 운영 중이다.",064-901-2197,,,주차가능,0,,"09:00 - 22:00 (입장&주문마감 21:00 / 피자,푸드주문마감 20:30)",,수제화덕피자,"커피, 라떼, 스무디, 맥주, 피자",,,가능,가능,가능,"부대시설:카라반 (1시간 10,000원), 포토존
화장실:가능 (남녀구분)
",20160631706
섭지코지로,63641,,,제주특별자치도 서귀포시 성산읍 섭지코지로 43,33.4385046231,126.9213483560,서귀포시 성산읍 신양리 해안에 돌출된 섭지코지는 한적함과 낭만적인 멋이 풍기니 소풍 나온 기분으로 산책하기 좋은 관광지이다. 제주 섭지코지로 43에 위치한 섭지코지로는 딱새우 맛집으로 유명하다. 아담한 공간이라 자리는 협소하나 별채가 있어 피크타임만 피한다면 웨이팅 없이 식사가 가능하고 대표 메뉴는 딱새우회와 고등어회 세트 메뉴이며 싱싱한 회에 노릇한 옥돔구이와 감칠맛 나는 새우머리 라면까지 포함되어 있어 푸짐한 한 상이 나온다. 모든 메뉴는 포장이 가능하고 근처에 코지 펍을 함께 운영 중이다. 아울러 섭지코지 인근의 제주민속촌과 우도 등도 함께 둘러보면 좋다.,064-782-3450,,,주차가능,0,,12:00 - 22:00<br>(라스트오더 21:00),,"흑돼지 제육정식, 돔베고기 정식, 딱새우회, 고등어회","회덮밥, 고등어구이, 딱새우찜, 모듬해물전골, 모듬회",,,가능,가능,064-782-3450,"화장실:가능 (남녀구분)
부대시설:단체석, 아기의자, 주차,  무선 인터넷
",20160631285
제주오성갈치조림,63534,,,제주특별자치도 서귀포시 중문관광로 27(색달동),33.2556583876,126.4146991981,"중문 관광단지 입구에 있는 제주 오성은 깔끔한 신축 건물에 넓은 주차장과 세련된 인테리어의 카페는 물론 기념품숍까지 갖춘 제법 규모 있는 갈치요리전문점이다. 고등어와 갈치를 이용한 제주 향토음식을 46년 동안 2대째 이어오고 있으며 단품 메뉴보다 정식 세트 메뉴가 인기가 좋다. 기본 상차림으로 보쌈과 성게 미역국, 옥돔구이, 잡채 등이 푸짐하게 나오는 고등어 쌈밥 정식, 은갈치 조림 정식, 통갈치구이 정식, 통갈치조림 정식 등 다양한 세트가 구성되어 있으며 곁들임 메뉴로 전복 돌솥 밥을 추천한다. 단체석과 유아 시설이 마련되어 가족 모임에 최적의 공간이며 식당을 이용 후 음료 쿠폰을 받아 1층 카페에서 여유로운 티타임을 즐기며 기념품 구매도 가능하다.",064-739-3120,,,주차가능,0,,09:30 - 22:00<br>(Last Order 21:00),,"대표오성정식, 고등어쌈밥 정식, 대표통갈치조림 정식","통갈치소금구이, 통갈치조림, 오분자기뚝배기",,,가능,가능,064-739-3120,"부대시설:단체석, 발렛파킹, 유아시설(수유실/놀이방), 카페, 기념품점
화장실:가능 (남녀구분)
",20190624186
중문칠돈가,63534,,,제주특별자치도 서귀포시 중문관광로 8(색달동),33.2574915152,126.4144741763,칠돈가 중문점은 넓은 주차장과 여유 있는 실내 공간에서 최고의 제주산 흑돼지와 백돼지를 두툼한 근고기로 맛볼 수 있다. 기본 2인 기준으로 600g씩 판매하며 고기 추가 시 300g씩 주문이 가능하다. 반찬과 야채는 셀프 리필이 가능한 코너가 마련되어 있고 숙련된 솜씨로 노릇노릇 잘 구운 고기를 먹기 좋게 잘라주는 종업원들 실력이 인상적이다. 쫄깃쫄깃한 흑돼지구이 한 점을 멜젓에 찍어 우도땅콩막걸리 한잔 곁들이면 여행의 피로가 눈 녹듯 사라진다. 중문 관광단지 사거리에서 한라산 방향 200미터쯤에 있으며 브레이크타임 후 바로 방문하면 대기 줄이 길지 않다.,064-738-1191,,,주차가능,0,,13:00 ~ 21:50<br>(Last order 점심 14:30 / 저녁 21:10),,제주산 흑도야지,"흑도야지 근고기, 흑뼈근고기, 김치찌개",,,가능,불가,064-738-1191,"화장실:가능 (남녀구분)
부대시설:단체석, 발렛파킹, 대기실, 무선 인터넷 
",20170631449
코코마마,63643,,,제주특별자치도 서귀포시 성산읍 일출로 258-11,33.4610523426,126.9343189349,"성산일출봉 맛집으로 유명한 하와이안 씨푸드 레스토랑 코코마마에서는 다채로운 재료로 구성되어 있는 점보씨푸드를 맛볼 수 있다. 랍스터를 추가할 수 있는 점보씨푸드는 파인애플 볶음밥, 가리비, 자연산 홍합, 황게, 꼬치구이, 오징어와 새우튀김, 옥수수와 거기에 곁들일 네 가지 소스가 함께 제공된다. 통파인애플주스, 망고주스, 수박주스 등 계절마다 특색 있는 음료와 제주에서만 맛볼 수 있는 에일 맥주도 판매한다. 제주도의 푸른 바다를 감상하며 이국적인 분위기의 레스토랑에서 다양한 씨푸드를 즐길 수 있다는 점에서 서귀포를 찾는 많은 관광객들에게 사랑받는 공간이다.",064-782-5569,,,주차가능,0,,10:00 ~ 21:30<br>(주문마감 8:30 / 재료소진시 조기마감),연중무휴,점보씨푸드(4인 / 2인) + 랍스타,"랍스타, 계절과일주스, 파인애플 볶음밥, 에일맥주",,,가능,가능,네이버 예약,"부대시설:단체석, 발렛파킹, 무선 인터넷 
화장실:가능
",19850631027
바다위에코끼리,63011,,,제주특별자치도 제주시 한림읍 협재1길 27-6,33.3978677462,126.2429414999,"코끼리를 닮은 비양도가 보여 '바다 위에 코끼리'라는 이름을 가진 카페. 푸르고 푸른 협재 바다를 바라보며 생각 정리를 하기 좋은 곳이다. 크로플에 아이스크림 또는 제주말차라떼와 당근케이크를 주문하고 창 넓은 곳에 앉아서 지금까지 내가 걸어온 길, 앞으로 내가 나아가야 할 길 등 잔잔한 바다가 전해주는 마음의 소리를 듣기 좋은 곳이다. 제주에서만 살 수 있는 기프트 샵도 같이 있어서 귀엽고 아기자기한 물품들을 사기 좋다. 협재 해수욕장 근처 한적하면서도 감성적인 카페를 찾는다면 적극적으로 추천한다.",070-4140-4832,,,주차가능,0,,09:30 ~ 18:30,수요일,수제 당근케이크,한라봉에이드,,,가능,가능,불가,"화장실:가능 (남녀구분)
부대시설:포토존
",20170627434
씨리얼 (씨리얼제주),63029,,,제주특별자치도 제주시 한림읍 명랑로 26,33.4143357516,126.2674140038,"영국 런던 어느 골목에서 먹는 브런치 느낌으로 노란 벽과 하얀 가구들의 조화 속에, 메뉴판은 테이블 위의 잡지 속에 껴 있어 찾는 재미가 쏠쏠하다. 주요 메뉴는 샌드위치, 뮤즐리, 스크램블에그, 토스트, 양송이 크림 수프 등 다양하다.  따뜻한 그릴 샌드위치에 커피 한 잔으로 여유 있게 시작하는 아침. 인테리어도 따스한 감성을 일으켜 소박한 가정집에서 먹는 아침 식사 기분으로 하루를 시작할 수 있다.",064-796-5550,,,가능 (공용주차장 이용),0,,9:30 - 16:00 (Last Order 15:30),,영국 가정식 브런치,"양송이크림스프, 큐브토스트, 그릴드치킨샌드위치",,,가능,가능,전화 또는 인스타 DM,"화장실:가능 (남녀구분)
부대시설:무선 인터넷
",20170627965
하우스레서피,63024,,,제주특별자치도 제주시 한림읍 일주서로 5892,33.4437523808,126.2954247979,"2009년 문을 연 하우스레서피는 미국, 멕시코, 홍콩에서 25년 생활한 부부가 제2의 인생을 시작한 곳이다. 제주시 구좌읍에서 자란 당근은 수분도 많고 당도가 높은 특징이 있어 어느 곳보다 당근케이크, 당근 주스가 더 맛있다는 평이다. 앉아서 먹고 갈 수 있는 테이블도 있긴 하지만 이웃집 할머니의 소박한 가정집을 방문한 것 같아서 주문하고 포장해가기 좋다. 전국으로 택배가 가능한 것도 큰 장점이다.",064-796-9440,,,주차가능,0,,10:00 ~ 19:00,화요일,당근케익,"당근주스, 커피, 티",,,가능,가능,064-796-9440,"화장실:가능 (남녀구분)
",20090627383
봉순이네흑돼지,63519,,,제주특별자치도 서귀포시 대정읍 영어도시로 64,33.2778093738,126.2795632114,"제주 서귀포에 위치한 봉순이네 흑돼지는 개방된 넓은 정원의 야외 테이블들 옆으로 싱그러운 귤나무들이 있어 초록 가득한 분위기에서 식사를 즐길 수 있는 것이 특징이다. 맛은 물론 친절한 서비스에 분위기까지 삼박자 모두 갖춘 봉순이네 흑돼지구이는 실제 맛본 후  고개가 절로 끄덕여지는 맛 덕분에 재방문하는 손님들이 많으며 찌개 맛도 훌륭해 함께 사랑받는 메뉴이다. 나영석 PD의 단골 음식점으로 유명해 대기시간이 긴 편이니 예약하고 방문하는 것을 추천한다. 주변 관광지로는 제주 곶자왈과 카멜리아힐, 오설록티뮤지엄 등이 있다.",064-792-2030,,,있음 / 주차요금 무료,0,,11:30 ~ 22:30,없음,흑돼지모듬한판,"돼지고기구이, 김치찌개, 된장찌개, 냉면, 주류",,,가능,가능,네이버예약 및 전화,"부대시설:단체석, 아기의자, 무선 인터넷 

화장실:있음 (남녀구분)

",20180624905
돈사돈 중문점,63544,,,제주특별자치도 서귀포시 천제연로 264-1(중문동),33.2510230771,126.4330560423,"돼지고기를  600그람 한 근으로 주문해서 구워 먹는 ""근고기""의 원조 돈사돈은 맛과 품질이 우수한 제주산 흑돼지를 숙련된 솜씨로 직원들이 연탄불에 구워준다. 돈사돈 중문점은 육즙 가득하고 신선한 고기 맛에 손님들의 발길이 끊이질 않는다. 고기는 2인 기준 600g을 기본으로 판매하며 100g씩 추가 주문도 가능하다. 노릇노릇 잘 구워진 고기를 멸치젓의 방언인 멜젓에 찍어 먹으며 풍미가 특별하다. 주차장은 건물 뒤편에 있으며, 실내는 넓은 편이나 저녁 시간에는 대기를 해야 할 만큼 붐비기에 예약하기를 추천한다.",064-739-9592,,,있음 / 주차요금 무료,0,,12:00 ~ 22:00,"둘째, 넷째 화요일",제주산 흑돼지 구이,"흑돼지 제주산 (근고기), 김치찌개+공기밥, 주류",,,가능,가능,064-739-9592,"부대시설:단체석, 아기의자, 주차,  무선 인터넷 

화장실:있음 (남녀구분)

",20140631454
경미네집 / 경미휴게소,63643,,,제주특별자치도 서귀포시 성산읍 일출로 259,33.4612828593,126.9334967787,"제주의 대표적인 관광 명소인 성산 일출봉 근처에 있는 경미네 집은 제대로 된 간판도 없이 입소문만으로 유명해진 식당이다. 이 집의 해물 라면은 양은냄비에 투박하게 끓여 나오는데 싱싱한 문어와 오징어, 조개가 가득 들어있으면서도 저렴한 가격으로 실속 있게 음식을 즐길 수 있다. 인원수대로 라면을 주문하면 밥은 서비스로 나온다. 아삭아삭한 김치와 함께 먹으면 시원함이 배가 된다. 성게가 가득 올라간 성게 밥과 바로 조리하여 쫀득한 식감이 좋은 전복죽도 일품이다. 오래된 분식집처럼 정감 있는 곳에서 맛보는 따뜻한 음식들이 마음마저 따뜻하게 한다.",064-782-2671,,,,0,,07:30 ~ 18:30 (마지막 주문 18:00),매월 마지막 화요일,해물라면,"전복죽, 전복덮밥, 한치덮밥, 성게밥",,,가능,가능,,"부대시설:무선 인터넷, 아기 의자, 주차장, 화장실

",
복자씨연탄구이,63639,,,제주특별자치도 서귀포시 성산읍 해맞이해안로 2764,33.4692039841,126.9197672298,복자씨 연탄구이는 탁 트인 제주 바다를 감상하며 제주 근고기를 맛볼 수 있는 식당이다. 대표 메뉴인 흑돼지 근고기는 목살과 오겹살을 섞어 600g 기준으로 제공되며 직원들이 연탄불에 직접 구워주니 어떻게 구우면 맛있을지 고민할 필요가 없다. 육즙 가득 쫀득쫀득 탱탱하게 구워진 고기를 다 먹을 즈음 입가심으로 먹을 수 있는 김치찌개에도 돼지고기가 듬뿍 들어간다. 새콤하고 시원한 열무김치 국수는 입안의 기름기를 산뜻하게 씻어준다. 2층의 고객 전용 무료카페에서는 식사 후 커피 한잔 마시기에도 좋고 웨이팅이 있을 때 편하게 앉아서 기다리기에도 좋은 공간이다.,064-782-7330,,,주차가능,0,,12:00 ~ 22:00,연중무휴,"흑돼지 근고기, 김치찌개","제주돼지 근고기, 흑돼지 근고기, 김치찌개",,,가능,불가,064-782-7330,"부대시설:단체석, 아기 의자, 주차장, 화장실, 무선 인터넷 

",20120631479
중문해녀의집,63547,,,제주특별자치도 서귀포시 중문관광로 194(중문동),33.2424043651,126.4191518851,"중문 해녀의 집은 바다를 보며 해녀들이 갓 잡은 해산물을 바로 맛볼 수 있는 곳이다. 해녀들이 그날 잡아 그날 판매하니 재료의 선도가 특히 뛰어나다. 메뉴는 해산물과 전복죽 두 가지로 기본에 충실한 곳이다. 특히 꼬들꼬들한 식감의 전복과 내장을 넣고 푹 끓여 고소하고 진한 맛을 내는 전복죽은 이곳의 대표 메뉴이다. 전복죽은 조리 시간이 15분 정도 소요된다고 하니 미리 전화로 주문하면 시간에 맞춰 먹을 수 있다. 또한, 특정 해산물은 빨리 소진될 수 있으니 원하는 재료가 있는지 확인 후 방문하는 것이 좋다.",064-738-9557,,,주차가능,0,,08:00 ~ 18:00 (동절기 08:00~17:00),연중무휴,전복죽,"모듬회, 전복회, 해삼, 문어, 멍게, 낙지",,,가능,가능,,"부대시설:단체석, 화장실, 주차장

",19990631025
부두식당 / (주)부두식당,63506,,,제주특별자치도 서귀포시 대정읍 하모항구로 62,33.2188543277,126.2510586602,"식당 대표가 직접 운영하는 배에서 잡아 올린 싱싱한 생선회와 해산물들을 푸짐하게 먹을 수 있는 모슬포항의 대표 향토 음식 전문점이다. 45년 전통의 대물림 맛집으로 현지에서도 유명하고, 각종 전파를 타 유명인들에게도 인기가 있다. 주메뉴는 대방어 회이며 고등어, 다금바리, 줄돔, 참돔, 잡어 등을 회로 즐길 수 있다. 그 외에도 여러 스페셜과 세트 메뉴는 회뿐만 아니라 튀김, 구이, 탕 등 바다를 느낄 수 있는 다양한 맛을 즐길 수 있어 제주를 맛보고 싶은 관광객에게 손꼽히는 식당 중 한 곳이다. 점심에는 미역국, 갈칫국, 회덮밥 등의 단품 메뉴도 맛볼 수 있어 가벼운 식사를 즐기고 싶은 사람들이 찾기에도 좋다.",064-794-1223,,,주차가능,0,,10:00 ~ 21:30,목요일 (동절기 휴무 없음 ),특대방어회,"제철모둠회, 갈치조림",,,가능,가능,064-794-1223,"부대시설:단체석, 주차장, 화장실, 무선 인터넷 

",19640631001
해녀잠수촌,63114,,,제주특별자치도 제주시 서해안로 498(용담삼동),33.5192638011,126.4921643149,"가성비, 가심비, 두 마리 토끼를 잡은 공항 근처 맛집 해녀잠수촌은 오전 8시에 문을 열어 비교적 이른 아침 식사를 하러 방문하는 고객들이 많다. 고등어구이가 서비스로 나오고 매장 한편에는 손님들이 직접 계란 프라이를 해 먹을 수 있는 곳도 준비되어 있다. 아침 일찍 방문해도 여러 메뉴를 선택할 수 있다는 장점이 있다. 대표 메뉴인 전복뚝배기, 물회 외에도 손님들이 남긴 후기를 보면 기본적으로 맛이 검증된 곳이다. 해녀잠수촌의 내부는 넓고 의자도 많아 편하게 식사를 할 수 있다. 식사를 마치고 밖으로 나오면 바다 풍경을 볼 수 있어 식사 후 가벼운 산책을 하며 기분 좋은 하루를 시작할 수 있다.",0507-1398-0733,,,주차가능,0,,08:00 ~ 16:00,연중무휴,전복뚝배기,"전복물회, 회국수, 갈치회, 한치물회, 고등어회, 전복죽, 회덮밥",,,가능,가능,네이버예약,"화장실:가능 (남녀 구분)
부대시설:단체석, 주차장, 화장실
",20020628428
